Company_Description,Class_Label
"Jamf is the world leader in macOS and iOS management with offices in Minneapolis, Eau Claire, Cupertino, New York, Amsterdam, Katowice, Sydney, Hong Kong and Tokyo. We deliver, support and service the solution for Apple management needs in education and business.
 
 
 
 Jamf Pro (formerly Casper Suite) is the only Mac and iOS management software developed exclusively for the Apple platform. It offers the breadth and depth of functionality in package building, inventory, image management, remote imaging, remote updates, iOS mobile device management and a powerful framework for automated support.
 
 
 
 We are growing and actively building our team across the globe. Be sure to visit the Careers section of our LinkedIn page to learn more about all of the open positions we're looking to fill.",3
"KEMP Technologies is driving innovation in the complex world of Application Delivery - providing solutions that enable customers to deploy more resilient, scalable and secure highly available applications across the cloud and hybrid cloud deploy...",2
"Headquartered in Herndon, Virginia, with over 2,800 employees worldwide, Deltek is the leading global provider of enterprise software and information solutions for project-based businesses. 
 
 
 
 Better software means better projects. Deltek is the leading global provider of enterprise software and information solutions for project-based businesses. More than 23,000 organizations and millions of users in over 80 countries around the world rely on Deltek for superior levels of project intelligence, management and collaboration. Our industry-focused expertise powers project success by helping firms achieve performance that maximizes productivity and revenue. 
 
 
 
 Visit us on www.deltek.com to learn more.",1
"Lavalife is a Toronto-based online dating and mobile dating service designed to help local singles meet other local singles. Founded in 1987 and acquired by First Media Group in 2011, Lavalife continues to offer an easy and fun way to meet new people in a multi-platform experience. Lavalife is Where Singles Click.",2
"Lumos Networks is a leading fiber-based service provider in the Mid-Atlantic region serving Carrier, Enterprise and Data Center customers, offering end-to-end connectivity in 27 markets in Virginia, West Virginia, North Carolina, Pennsylvania, Maryland, Ohio and Kentucky. With a fiber network of 11,028 fiber route miles and 517,244 total fiber strand miles, Lumos Networks connects 1,310 unique Fiber to the Cell sites, 1,685 total FTTC connections, 2,230 on-net buildings and approximately 3,500 total on-net locations. The Company also connects 44 total data centers, including three data centers acquired from DC74 (now named Lumos Data Centers), two acquired from Clarity Communications and seven company owned co-location facilities. In 2016, Lumos Networks generated over $123 million in Data revenue over our fiber network. Detailed information about Lumos Networks is available at www.lumosnetworks.com.",3
"Clear-Com®, an HME company, is the global leader in professional voice communication systems for live productions. Since 1968, we have developed and marketed proven intercom technologies such as Analog Partyline, Digital Matrix, Digital Wireless and IP Communications systems for broadcast stations, production trucks, houses of worship and performance venues. Recognized for our legacy of intercom innovations, production teams around the world have come to depend on Clear-Com for clear, reliable and scalable communication solutions.",1
"Getting together with real people in real life makes powerful things happen. Side hustles become careers, ideas become movements, and chance encounters become lifelong connections. Meetup brings people together to create thriving communities. Show up. Change lives.
 
 
 
 To continue to help these tight-knit communities grow -- and to help new ones form -- we are rapidly growing our teams to maximize our impact on lives. We're ready to reshape and rebuild Meetup for the mobile, global future, and to craft experiences that echo the amazing feeling of going to a great Meetup event in real life.
 
 
 
 Our team is bold, supportive, and passionate about bringing people together in real life to create community for everyone. We care about moving fast, real-world change, and building diverse, dynamic teams. You in?",2
"A Siemens Business | Mendix is the fastest and easiest platform to build and continuously improve mobile and web applications at scale. Recognized as a market leader by leading analysts, we help our customers digitally transform their organizations and industries by building, managing, and improving apps at unprecedented speed and scale. More than 4,000 forward-thinking enterprises, including KLM, Philips, Royal DSM and University of Pennsylvania use our platform to build business applications to delight their customers and improve operational efficiency.",3
"Milestone is a Managed Service Provider that uses a holistic approach to bridge the gap between technology and people. At Milestone, we go above and beyond the typical scope of day-to-day, break-fix issues to supply proactive and comprehensive IT services. We make it our mission not only to resolve your IT problems, but study and improve the overall workflow and functionality of your business.
 
 
 
 Our mission is to revolutionize the way IT is deployed and supported worldwide. Every service we provide is driven by experienced people who are determined to help our clients achieve their goals by understanding their business and aligning our resources accordingly. We exist to simplify IT, save resources, foster growth, and facilitate innovationall of which streamline the path to success.
 
 
 
 Follow us on: 
 
 Facebook: https://www.facebook.com/MilestoneTechnologiesInc
 
 Twitter: https://twitter.com/MilestoneTech
 
 Blog: https://blog.milestonepowered.com",1
"Mitchell is uniquely positioned to simplify, enhance and accelerate claims handling processes across the P&C industry through deep workflow solutions that include unparalleled access to data, advanced analytics and decision support tools. Our expert workflow and adjusting solutions advance the claims management process by enabling automotive physical damage, bodily injury and workers' compensation clients to process claims more accurately, consistently, and cost-effectively. 
 
 
 
 Mitchells solutions provide an expert level of decision support and connectivity within the claims organization and with industry partners to achieve optimal outcomes. Mitchell's comprehensive solution portfolio and robust SaaS infrastructure enables tens of millions of electronic transactions to be processed each month for over 300 insurance companies, including the majority of the top 25 insurance carriers, and over 30,000 collision repair facilities. With an expanding global footprint, Mitchell products are currently utilized in the Americas, Europe and Asia. Mitchell is headquartered in San Diego, California, and has 2,000 employees. For more information, please visit www.mitchell.com.",1
"Moat is a global analytics provider focused on making brands and publishers more effective. From real-time attention metrics and intelligence to cross-platform measurement and new currencies, Moat offers solutions that make branding and storytelling work better. Its products include Moat Pro, which provides users with detailed snapshots of ad activity on the web, and Moat Analytics, a measurement platform that goes beyond traditional metrics like impressions or clicks to focus on attention. 
 
 
 
 Moat was acquired by Oracle in 2017 and remains an independent platform within Oracle Data Cloud, which uses data and analytics to enhance media for leading marketers and publishers. The largest brands and publishers in the world rely on Moat as a trusted partner. For more information on Moat, please visit http://www.moat.com.",1
"MobileIron is the secure foundation for modern work and the only standalone global leader in unified endpoint management as recognized by top analyst firms, including Gartner, Forrester and IDC. Over 17K global enterprises use MobileIron to secu...",3
"Mux is an API-first video platform designed by experts to make world-class video streaming and analytics possible for every development team. Self-optimizing videos take the guesswork out of encodings, delivery, and renditions. Mux makes your video look beautiful on every device, every time.

We offer two products, Mux Video and Mux Data.

Mux Video is a simple API to advanced video streaming. Powered by data and designed by video experts, Mux Video makes beautiful video possible for every development team. Post a video or live stream with a single API call, and watch it within seconds. Mux Video handles the encoding, storage, and delivery. QoE and performance analytics provided by Mux Data is included by default for every Mux video stream.This real-time data is used to create the right renditions for every device and title, resulting in greater reliability and better viewer experiences.

Mux Data is a Quality of Experience analytics platform that measures the performance metrics that actually matter to viewers: rebuffering, startup time, video quality, and errors. Our intuitive dashboard quickly gives users the insight to find issues and make improvements through features like A/B testing, industry-wide scores, alerts, and detailed information about every single video view. The product works out of the box on HTML5, iOS, Android, and major OTT platforms. All data is available via exports and APIs, making it easy to integrate Mux Data into other systems.",2
"Netronome designs and delivers server networking and coprocessor platforms, including its market leading silicon accelerators, SmartNICs and software, enabling customers to increase the efficiency and security of their modern data center infrastructure. Our technology can also be purchased as hardened IP blocks to build custom SoC silicon devices. Our solutions enable rapid innovation at lower cost and power through domain-specific, open and efficient programming models and ability to offload network and security processing. Netronome has a global footprint and is headquartered in Santa Clara, CA. To learn more about Netronome and its products, please visit www.netronome.com.",1
"A leading provider of business assurance a powerful combination of service assurance, cybersecurity, and business intelligence solutions for todays most demanding service provider, enterprise and government networks. NETSCOUTs Adaptive Service Intelligence (ASI) technology continuously monitors the service delivery environment to identify performance issues and provides insight into network-based security threats, helping teams to quickly resolve issues that can cause business disruptions or impact user experience. NETSCOUT delivers unmatched service visibility and protects the digital infrastructure that supports our connected world.",1
"NWN helps customers solve business problems through technology. 

NWN offers a broad range of innovative and cost-effective software and technology solutions and services, from business intelligence and custom application development to technology infrastructure, monitoring and support services. We help customers choose the IT solutions that make the most sense for their business. We work with private sector businesses across many industries as well as state, local, and educational organizations in the public sector. 

Through strategic partnerships, NWN makes it possible for customers to gain access to leading technology expertise. We work with world-class enterprise technology companies, including Cisco, Hewlett Packard, Microsoft, VMware, EMC, Intel, McAfee, and more. This variety of products and services gives NWN the ability to deliver the best answer for our customers.",1
"Everyone at OANDA is focused on our vision to transform how our customers can meet all their currency needs. 
 
 From our roots in 1996 that provided free currency exchange information to launching a multi-award winning global FX and CFD trading business to our recent new venture of money transfer. OANDA is now a major global player.
 
 
 
 Innovation has been at the heart of everything we do and our approach is to pioneer intuitive, user-friendly products supported by our great customer service ethos. 
 
 
 
 Weve come a long way since our first data feed went live in 1996, and we still have so much more that we want to achieve.
 
 
 
 Substantial funding has facilitated our exceptional growth. In 2007 we received $100M USD in Series B funding and in 2018 were acquired by CVC Capital Partners Asia Fund IV.
 
 
 
 For more information, please visit oanda.com. You can follow us on Twitter, Facebook, or YouTube. 
 
 
 
 Leveraged trading is high risk and may not be suitable for everyone as your losses may exceed your investment.",2
"Omega World Travel is a full service travel management company. Our goal is to be your number one resource for every aspect of travel. Our professional team is dedicated to making every travel experience an easy, secure, and successful one. 
 
 
 
 Our service are wide ranging and customized to meet your needs.
 
 - Business Travel & Corporate Travel Management (SMMP certified)
 
 - Government & Military Travel
 
 - International Services
 
 - Meetings & Incentives
 
 - Convention Housing & Registration management programs
 
 - Consultation Services
 
 - Technology Solutions
 
 - Online Expertise
 
 - Fulfillment
 
 - Global Network
 
 - Leisure Travel & Cruises
 
 
 
 With many locations worldwide, Omega World Travel is a top, woman-owned, privately held U.S. travel management company integrating technology solutions and multiple services. Omega delivers quality, savings, value, AND innovation!",3
"For over 10 years, Ooyala has been at the forefront of shaping the content supply chain revolution as a leading provider of OTT, content production, and digital distribution solutions. Ooyala powers linear and on demand video for the worlds largest companies, managing thousands of hours of content and serving billions of streams across all platforms.
 
 
 
 With its open APIs and vast partner ecosystem, Ooyala Flex Media Platform provides a single source of truth for managing metadata and workflows of media companies. The Ooyala Flex Media Platform enables content creators and distributors to become more agile and cost efficient by automating tasks, simplifying workflows and reducing time-to-TV-grade experiences across all screens. 
 
 
 
 Ooyala has offices in the Silicon Valley, Chennai, Dallas, Guadalajara, London, Madrid, New York, Singapore, Sydney, Tokyo, and sales operations in many other countries across the globe. For more information, visit www.ooyala.com. For inquiries, contact us or email sales@ooyala.com.",3
"We love what can happen around the restaurant table. Since 1998, weve been committed to empowering that experience. From helping restaurants grow and run their businesses, to enabling diners to discover and book the perfect table every time the...",2
"At OpenX, we solve a fundamental issue for brands: how to reach consumers, at scale, in a fragmented media environment. We power highly relevant advertising, delivering quality and value to consumers, publishers and marketers across every type of connected screen and ad format globally. 
 
 
 
 We have built a team that is uniquely experienced in designing and operating high-scale programmatic ad marketplaces, and we are constantly looking for thoughtful, creative innovators who are as fascinated as we are about solving big problems with a dynamic and diverse team doing the best work of our careers.
 
 
 
 For more information, please visit www.openx.com",2
"Operator connects you to verified experts to discover and buy the things you love. It's shopping as easy as messaging and as unique as you. 
 
 
 
 We are early builders behind everyday products like Facebook, Twitter, and Uber. We all banded together to build Operator, because we see an opportunity to build something just as big. Venture backed by some of the most successful investors and entrepreneurs in Silicon Valley, Europe, and Asia. Come meet with us, and find out whats got us so excited.",2
"Orasi is a DevOps-focused software developer, reseller and consulting firm whose goal is to help companies streamline and optimize their DevOps pipelines, increasing efficiency and quality while reducing the risk of software failure. For more than 15 years, Orasi has been a software quality leader, helping organizations achieve excellence with market-leading test management, test automation, enterprise testing, environment hosting, and mobile testing technologies. In 2017, Orasi launched a new divisionAdvanced Technology Solutions (ATS)which is at the vanguard of Orasis efforts to help client optimize their DevOps transformation. Orasi represents companies with software offerings across the entire software delivery spectrum, from data analytics and visualization services to continuous delivery and open source tooling. Orasi has established strategic sales and support services partnerships with Micro Focus (formerly HPE), Chef, SAP, XebiaLabs, AppDynamics, and others. For more information, please visit the Orasi company website: https://www.orasi.com.",3
"Best known for its loyalty program Orbitz Rewards, Orbitz.com is the only travel site where millions of customers earn Orbucks ($1 Orbuck = $1 USD) the moment they book flights, hotels and packages, and redeem just as quickly on more than 200,000 hotels worldwide. Part of Expedia Group (NASDAQ: EXPE), Orbitz.com is on a mission to make travel even more rewarding, from planning and booking to taking your next tripjust like that! We have offices in downtown Chicago, London and Sydney. 
 
 
 
 For information on career opportunities at Orbitz and all Expedia brands, visit our corporate careers page at https://lifeatexpedia.com/",2
"About PAR Technology Corporation
 
 
 
 PAR is a leading global provider of software, systems, and service solutions to the restaurant and retail industries. Today, with 40 years of experience and point of sale systems in nearly 100,000 restaurants and more than 110 countries, PAR is redefining the point of sale through cloud software and bringing technological innovation to all corners of the enterprise. PARs Government Business is a leader in providing computer-based system design, engineering and technical services to the Department of Defense and various federal agencies. PAR Technology Corporation's stock is traded on the New York Stock Exchange under the symbol PAR. For more information, visit www.partech.com.",2
"Pason is the leading global provider of specialized data management systems for land-based and offshore rigs worldwide. Our rental solutions, which include data acquisition, wellsite reporting, remote communications, web-based information management, and analytics, enable collaboration between the rig and the office.",1
"More than 30,000 medium-sized and small businesses trust Paycor to help them manage their most valuable assettheir people. Paycor is known for delivering modern, intuitive recruiting, HR and payroll solutions, but what makes us legendary is our...",1
"PayScale offers modern compensation software and the most precise, real-time, data-driven insights for employees and employers alike. More than 7,000 customers, from small businesses to Fortune 500 companies, use PayScale to power pay decisions for more than 18 million employees. These companies include Dish Network, Getty Images, Skullcandy, Time Warner, T-Mobile, Macys, Sunsweet, UnitedHealth Group, Stihl and Wendys. For more information, please visit: https://www.payscale.com/ or follow PayScale on Twitter: https://twitter.com/payscale.",1
"PCM is more than an IT provider: we are a trusted technology partner for thousands of businesses across the country. Founded in 1987, PCM is an industry leader in IT solutions and services, specializing in cloud, data center, mobility, networking, security, and software solutions.",1
"Peak-Ryzex enterprise mobility solutions empower organizations to realize immediate and sustainable value from their mobile technology and printing investments, while increasing staff productivity and enhancing the customer experience. In manufacturing, retail, warehousing, distribution, logistics, transportation and field-based operations, Peak-Ryzex provides end-to-end enterprise mobility, managed services, printing, software and mobile data capture solutions for performance-driven organizations.",3
"Pegasystems is empowering digital transformation at the world's leading companies. Pegas adaptive, cloud-architected software built on its unified Pega Platform empowers people to rapidly deploy, and easily extend and change applications to meet strategic business needs. Over its 30-year history, Pega has delivered award-winning capabilities in CRM and BPM, powered by advanced artificial intelligence and robotic automation, to help the worlds leading brands achieve breakthrough business results. For more information on Pegasystems (NASDAQ: PEGA) visit www.pega.com.",3
"Endowed with 15+ Years Of Positive Change and driven by inspired teamwork, Perception System is now a full-scale integrated information technology and software services development company having a presence in San Jose (USA) and Ahmedabad (INDIA).

The initial startup consisted of a few enthusiastic software and computer engineers and today it boasts of more than hundreds (100) Software, Computer, and Information Technology experts.

Perception System, serving to any size for startups to the complex enterprise with major industry verticals across - Automotive, Healthcare & Pharmaceuticals, Recruitment, Retail, Real Estate, Education, Government, Hospitality, and Utility.

Perception Key Services offering includes Web & Mobile Application Development, eCommerce - Portal - Jobboard Solutions, Enterprise Software & IT Consulting, IT Maintenance & Operation, Product Engineering, and Custom Software Development Services. Cloud Computing & Big Data and Global Sourcing Solutions, Hiring Dedicated Resources and so on..

Our focus on work & personal life balance has won extremely positive applauds of our past and present employees, and they tagged the office as their second home! 

Email : enquiry@perceptionsystem.com 
Skype : enquiry.perception 
Website : http://www.perceptionsystem.com

Perception System At Glance: 
- Since (Established at) : 2001 
- Years of Operation: 15+ 
- Global Employees: 100+ 
- Global Satisfied Clients: 500+ 
- Projects Delivered: 3000+ 
- Countries Covered: 60+ 
- International Presence (offices): 2 
- Yearly Growth: 200%+ 
- Ready to use solution: 15+ 
- Catering to industries: 20+

Hierarchical Structure of Teams at PS:

1. MD & CEO
2. CTO
3. Project Managers
4. Team Leaders
5. Software Architectures
6. Software Development Methodology Experts
7. UI & UX Designers
8. Programmers
9. Quality Assurance Developers
10. DevOps
11. Marketers
12. Support & Maintenance Team",3
"The Plex Manufacturing Cloud ushers in a new era of ERP with a complete system designed to power today’s modern manufacturer.

Built from the plant floor up, the Plex Manufacturing Cloud enables forward-thinking businesses to increase throughput with existing facilities, squeeze more profits from every order, understand where they are most exposed to risk, respond to customer demand, and keep up with the speed and volume of data on today’s plant floor.

With the Plex Manufacturing Cloud, implementations move from months to weeks, customers only pay for what they need, and the focus is on configuration, not customization. Powered by industrial strength data centers and security, the Plex Manufacturing Cloud fundamentally lowers the cost structure of IT.

The Plex Manufacturing Cloud is the only ERP and MES solution with manufacturing at its core. As a result, customers have complete visibility into their operations and plant data, and can leverage those details to drive profits. Plex’s focus on driving continuous innovation makes it easy for customers to continually innovate operations, change processes and business models.

Founded in 1995, Plex is headquartered in Troy, Michigan, with customers around the globe. For more information, visit Plex.com.",2
"POLARIS Laboratories® can help you prevent maintenance failure. With a full-service testing program implementation, we can help take your company out of reaction mode, and allow you to proactively monitor your machines for better cost savings and smarter maintenance decisions.",1
"Founded in 2012 as an online home improvement network, Porch has grown into the industry leading partner for the home by connecting homeowners with qualified professionals. Focused on assisting customers at every stage of the home journey including moving in, installations, assembly, repairs, and ongoing maintenance last year alone, the company facilitated over 2 million home-related projects, generating almost $1 billion in revenue for small business owners and sole proprietors in specialty areas such as plumbing, roofing, electrical work, carpentry, and more. 
 
 
 
 Headquartered in Seattle's up-and-coming SODO district, Porch is a growing team of 450+ team members who love what we do and where we work. We know that anything is possible with the right mix of smart, friendly, and dedicated folks and we believe great products are built through focused problem-solving, ""no jerks, no egos"" teamwork, and authentic innovation.",3
"Postmates is transforming the way local goods move around a city by enabling anyone to get any product delivered in under an hour. Available for iPhone, Android and on the web, the on-demand logistics service connects customers with local couriers, who purchase and deliver goods from any restaurant or store in a city, 24/7.
 
 
 
 Postmates passionate community of riders and drivers are currently delivering in 40 major metropolitan markets. See the full list at postmates.com.
 
 
 
 Download the Postmates app today or order online: www.postmates.com",2
"Practice Fusion is the #1 cloud-based electronic health records (EHR) company in the U.S. for independent practices. Our mission, is to connect doctors, patients and data to drive better health and save lives. 
 
 
 
 Practice Fusion provides a web-b...",1
"Prezi is the cloud-based presentation platform that helps you connect more powerfully with your audience. Unlike traditional slides, Prezis open canvas allows you to navigate through topics freely, encouraging interaction and collaboration betw...",1
"Progress (NASDAQ: PRGS) offers the leading platform for developing and deploying strategic business applications. We enable customers and partners to deliver modern, high-impact digital experiences with a fraction of the effort, time and cost. ...",1
"How do you turn a customer into a fanatic? 
 
 An employee into an ambassador? 
 
 A product into an obsession? 
 
 A brand into a religion? 
 
 
 
 With experiences. The write-home, tell-everyone-you-know kind of experiences. 
 
 
 
 Qualtrics Experience Management (XM) is the only software platform that helps brands continually assess the quality of their four core experiencescustomers, employees, products, and brands. With Qualtrics XM, organizations can be at every meaningful touchpoint, for every experience, and predict which changes will resonate most with stakeholders. 
 
 
 
 At Qualtrics, our mission is to close the experience gap.",1
"As a global leader in Artificial Intelligence technology, Quantcast is using machine learning to drive human learning to help brands grow in the AI-era. 
 
 
 
 Founded in 2006, Quantcast is the real-time pulse of the Internet helping marketers and publishers understand their audiences through 1st party direct measurement. With the largest AI-driven audience insights platform measuring over 150 million web destinations, Quantcasts predictive analytics powers insights, targeting and measurement solutions for marketers, agencies, consultancies and publishers worldwide. 
 
 Headquartered in San Francisco, Quantcast employs more than 800 employees in 22 offices across 10 countries. 
 
 
 
 For more information, visit www.quantcast.com.",1
"Radisys, a global leader in open telecom solutions, enables service providers to drive disruption with new open architecture business models. Radisys innovative disaggregated and virtualized enabling technology solutions leverage open reference architectures and standards, combined with open software and hardware to power business transformation for the telecom industry, while its world-class services organization delivers systems integration expertise necessary to solve communications and content providers complex deployment challenges.
 
 
 
 
 
 For more information, visit www.radisys.com, write to info@radisys.com, or call 800-950-0044 or 503-615-1100. 
 
 
 
 Editors seeking more information may contact Natasha Tamaskar at Radisys Corporation at 503.615.1100 or natasha.tamaskar@radisys.com.",1
"Redfin got its start inventing map-based search. 
 
 
 
 Everyone told us the easy money was in running ads for traditional brokers, but we couldnt stop thinking about how different real estate would be if it were designed from the ground up, using...",2
"Remitly is an international payments company that leverages digital channels, including mobile phones, to send money internationally. Remitly's digital products are fundamentally faster, less expensive, and far more convenient for customers to send money across borders.",2
Riley is a personal assistant and customer relationship management solution for real estate professionals.,1
"Rimini Street, Inc. (Nasdaq: RMNI) is a global provider of enterprise software support products and services, and the leading third-party support provider for Oracle and SAP software products. The Company was founded to disrupt and redefine the enterprise software support market by developing innovative new products and services, providing ultra-responsive service and delivering outstanding value to clients.
 
 
 
 The company is widely recognized by clients, leading industry analysts (including Gartner, Forrester, Constellation Research and Nucleus), and financial analysts as the leader in a large, fast growing market with tremendous upside and an extremely strong value proposition that resonates with CIOs and CFOs. With tight IT budgets and flat global economic growth, IT and procurement professionals are actively looking for proven methods to cut costs while improving service. Rimini Street enables organizations to free up budget for strategic business initiatives by delivering savings of up to 90 percent on total maintenance and support costs.
 
 
 
 Be Treated Like the Best
 
  Rimini Street hires only the best and provides the compensation, bonus and benefit programs appropriate for proven top-performing professionals. We want our employees to have an opportunity to share in the financial success that results from our dedication to service excellence, high-quality deliverables and an unparalleled client experience
 
  No bureaucracy, thousand-page rule books or politics just everyone working together to build a great company through service excellence and client success
 
  Work hard, play hard environment Rimini Street is a group of hard-working professionals who are passionate about achieving success, but we also enjoy opportunities to meet up at fun company events
 
  We are also passionate about giving back to our communities around the world, with plenty of opportunities for volunteering and charity through the Rimini Street Foundation
 
  All Rimini Street professionals are encouraged to grow and learn new skills
 
 
 
 Accelerating Company Growth
 
  Trading on Nasdaq: RMNI
 
  Over 1,450 active clients, including 85 of the Fortune 500 and Global 100
 
  47 consecutive quarters of sequential revenue growth
 
  2017 Q3 revenue results of $53.6 million, a quarterly increase of 32% year over year
 
 
 
 Recent Industry Recognition
 
  Listed as a 2018 Top Workplace in the Bay Area by the Bay Area News Group
 
  Named an Inc. 5000 company for the seventh consecutive year, and recognized as one of Americas fastest-growing private companies with three-year revenue growth of 172%
 
  Honored with 11 Stevie Awards in 2017, including 5 awards for delivering excellence in customer service
 
  Received 7 Golden Bridge awards including Technology Company of the Year
 
 
 
 We encourage you to join our Talent Community via https://careers-riministreet.icims.com/connect",1
"Riverbed, The Digital Performance Company, is united in our purpose of Advancing the Human Experience in the Digital World. Behind every digital experience is a human one, and Riverbed enables organizations to measure digital experiences and maximize digital performance so they can deliver better and more powerful human experiences for customers, employees, partners, patients, and citizens. Riverbeds Digital Performance Platform includes a combination of Digital Experience Management and Next-Generation Infrastructure solutions that ensure superior digital and user experiences, provides new levels of operational agility and accelerates business outcomes. Riverbeds 30,000+ customers include 100% of the Forbes Global 100. Learn more at riverbed.com",1
"Rubrik delivers instant application availability for recovery, search, cloud, and development. Hybrid Cloud enterprises benefit from Rubriks market-leading Cloud Data Management platform with simplicity, instant data access, app-mobility, policy-driven automation, Ransomware protection, and analytics at scale. 
 
 
 
 Want to join us? Check http://rubrik.com/careers/ for openings or send your resume to careers@rubrik.com. 
 
 
 
 Follow us on Twitter at @rubrikInc.",1
"Ruckus Networks, an ARRIS company.
 
 
 
 When connectivity really matters, organizations turn to Ruckus. 
 
 
 
 Ruckus provides secure and reliable access to Wi-Fi, and innovates across wireless and wired technology to meet industry-specific needs. We #RedefineConnectivity so you can deliver awesome customer experiences.",1
"SailPoint, the leader in enterprise identity governance, brings the Power of Identity to customers around the world. SailPoints open identity platform gives organizations the power to enter new markets, scale their workforces, embrace new technologies, innovate faster and compete on a global basis. As 3 an industry pioneer and market leader in identity governance, SailPoint delivers security, operational efficiency and compliance to enterprises with complex IT environments. SailPoints customers are among the worlds largest companies in a wide range of industries.",1
"In today's highly competitive fast paced market, your business deserves a trusted, local partner who is dedicated to helping you thrive. We've been committed to connecting Saskatchewan for over 100 years, and will continue to support you and your business for the next 100 years. We will continue to invest in Saskatchewan, help foster long-term growth, and build a landscape where Saskatchewan businesses can succeed now and into the future.
 
 
 
 For us, communication is about community. It's about careers that matter. People who make a difference. It's about being a part of something bigger. It's about us connecting with youand then connecting you with your world. Get to know us and you'll see.",1
"With over 135 million images hand-scanned and processed, ScanCafe is the global leader in on-line analog-to-digital conversion of legacy imagery and video. Thanks to its global footprint and sophisticated logistics, ScanCafe offers the highest quality at the lowest cost to consumers and enterprises. Using the latest technologies it process just about any old photographic media (slides, negatives, 35mm negatives, ..) , video and movie film. Leveraging it experience in image management and global staff, Scancafe expanded in 2010 into digital photo concierge services and became the largest global provider of photo management and photo product design services, quickly disrupting the photo book and photo cloud storage industries. For further enquiry contact us at 866-234-3909",3
"Security Bank of Kansas City is a locally and privately-owned, state-chartered community bank with over 40 locations and ATMs. We are proud to be HOME GROWN serving the Greater Kansas City area, as well as St. Joseph, Lee's Summit, Smithville and Paola. 

Security Bank of Kansas City is born from a single idea — a local bank serving the community's needs. We offer a variety of accounts, loans, personal service, and digital banking solutions to fit the needs of our customers.  

Security Bank of Kansas City is an Equal Housing Lender. Member FDIC.

Career Opportunities

If you are looking for a challenging, rewarding career in a fast-paced environment, we’d like you to join our team! Our banking professionals receive ongoing training, great benefits and the latest in technology to help make the Security Bank of Kansas City experience a pleasant one for our staff as well as our customers!

Review Job Opportunities: https://www.securitybankkc.com/the-leaf/careers/

Equal Opportunity Policy

It is the policy of Security Bank of Kansas City to provide equal employment opportunity to all applicants and employees in a harassment-free work environment without regard to race, color, religion, sex, age, national origin, disability, or Vietnam Era/Disabled Veteran status.",3
"Sensus, a Xylem brand, helps a wide range of public service providers from utilities to cities to industrial complexes and campuses do more with their infrastructure to improve quality of life in their communities. We enable our customers to reach farther through the application of technology and data-driven insights that deliver efficiency and responsiveness. We partner with them to anticipate and respond to evolving business needs with innovation in sensing and communications technologies, data analytics and services.",3
"Shutterstock is a leading global technology company offering a creative platform for high-quality assets, tools and services.
 
 
 
 The company licenses images, video, music, and editorial assets -- as well as custom content tailored to a brands nee...",3
"SignalFx is the only real-time cloud monitoring platform for infrastructure, microservices, and applications. The platform discovers and collects metrics across every component in your cloud environment, replacing traditional point tools and providing real-time predictive analytics. The massively scalable SignalFx architecture is optimized for cloud infrastructure and microservices-based applications, and provides powerful visualization, proactive alerting, and collaborative triage capabilities for organizations of all sizes. SignalFx is used by leading enterprises across high tech, financial services, consumer products, retail, communications, media, entertainment, and web-scale players like Yelp, HubSpot, Acquia, and Kayak. SignalFx is venture-funded by Andreessen Horowitz, Charles River Ventures, and General Catalyst.",1
"SGI, the trusted leader in high performance computing (HPC), is focused on helping customers solve their most demanding business and technology challenges by delivering technical computing, Big Data analytics, cloud computing, and petascale storage solutions that accelerate time to discovery, innovation, and profitability.",1
"HPE SimpliVity powers the worlds most efficient and resilient data centers with the most complete hyperconverged infrastructure solution. 
 
 
 
 Unlike traditional infrastructure thats complex and costly to manage, HPE SimpliVity dramatically simplifies enterprise IT by combining all infrastructure and advanced data services for virtualized workloadsincluding guaranteed data efficiency, data protection, and VM-centric management and mobilityonto the customers choice of server. 
 
 
 
 HPE SimpliVity delivers 3x cost savings versus traditional architectures and up to 49% cost savings versus public cloud.",1
"SoftPro is the nations leading provider of closing, title and escrow software, with more than 14,000 customer sites and over 60,000 users nationwide. Offering an award-winning suite of products designed to increase volume and revenue, SoftPro delivers innovative technologies to streamline the closing process. SoftPro has been recognized by the American Business Awards every year since 2007 winning awards for superior customer service, support and product development. 
 
 
 
 To learn more about SoftPro or for a FREE Demonstration, visit www.softprocorp.com or call 800-848-0143.",1
"Stack Overflow is the largest, most trusted online community for developers to learn, share their knowledge, and build their careers. More than 50 million professional and aspiring programmers visit Stack Overflow each month to help solve coding problems, develop new skills, and find job opportunities.
 
 
 
 Founded in 2008, Stack Overflow partners with businesses to help them understand, hire, engage, and enable the world's developers. To learn more about Stack Overflow's business solutions - technical recruiting, advertising, market research, and enterprise knowledge sharing visit stackoverflowbusiness.com.",1
"As a SEFCU shareholder, you will enjoy benefits not found in other financial relationships. Benefits that keep growing with each passing year to help you achieve your purpose.
 
 
 
 Established in 1934, today SEFCU is among the 50 largest credit unions in the U.S. with more than $3.5 billion in assets, 330,000 members, and 50 branches in the Capital Region, Binghamton, Syracuse, and Buffalo. SEFCU is committed to Changing Lives Every Day through the donation of time, talent, and treasure.",1
"SteelBrick is now Salesforce Quote-to-Cash!
https://www.linkedin.com/company/salesforce-quote-to-cash/",1
