coLiID,coLiURL,coWebSite,coIndustry,coSize,coType,Company_Name,liCompanyLogoUrl,Company_Description,Class_Label,"Consulting = 1
Non-Consulting = Blank",Keyword,employeeCount,addrStreetAddr1,addrLocality,addrRegion,addrPostalCode,addrCountryName,youtube_link,instagram_link,facebook_link,linkedin_link,twitter_link,keywords,description,response_code
796588,https://www.linkedin.com/company/796588,http://www.paragon-systems.com/index.html,Information Technology and Services,501-1000 employees,Privately Held,"Paragon Systems, LLC",,"Paragon Systems, of Herndon Virginia was launched to provide special software development services for the U.S. Intelligence community. In the past decade, Paragon has expanded its capabilities into secure systems engineering and integration. 

From on site intelligence collection systems support at various military bases worldwide during the cold-war to the integration of secure tactical systems today. Paragon has had an outstanding history of contract performance.",,,,,"22960 Shaw Road, Suite 650",Sterling,VA,20166,United States,[],[],[],[],[],[],[],200
705528,https://www.linkedin.com/company/705528,http://www.onesourcevirtual.com/,Information Technology and Services,501-1000 employees,Privately Held,OneSource Virtual,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAayAAAAJDkxZmE1NDZhLTJlNzEtNDYzNC05Yjg3LTY0NDc0MTAxMzIwNw.png,"As a partner and customer since 2008, OneSource Virtual is dedicated exclusively to Workday and is one of the most experienced service providers in the ecosystem. Using an innovative Business Process as a Service (BPaaS) model, we are able to operate within your Workday application to deliver services and support as an extension of your team. Our Workday Experts have performed more than 380 initial Workday deployments, and include more than 320 Workday certified consultants holding over 860 total certifications. 

OneSource Virtual’s services empower companies by encouraging HR to become a strategic partner within their organization, aligning to business growth and scaling by demand. Our end-to-end services include Workday deployment, consulting, training, and in-application payroll administration, benefit administration, finance and accounting outsourcing (FAO) and application management services.",,,,,9001 Cypress Waters Blvd,Dallas,TX,75063,United States,[https://youtube.com/channel/UCYJFvQYlWgTBSPAfkjfwSVQ],[https://instagram.com/onesourcev],[https://facebook.com/OneSourceVirtual],[https://linkedin.com/company/705528],[https://twitter.com/OneSourceV],"[deployment, consulting, training, in-application payroll, benefits, application management services, AMS, BPO, BPaaS]","[Offering deployment, consulting, training, and in-application payroll, benefits and application management services (AMS)]",200
673196,https://www.linkedin.com/company/673196,http://www.protechsolutions.com,Information Technology and Services,201-500 employees,Self Owned,"Protech Solutions, Inc",,"Founded in 1995, Protech is a nationwide information technology services provider for development, maintenance, and enhancement of automated systems.  Protech, a proud Minority and Women-Owned Business Enterprise, is a professionally managed global provider of innovative technology and consulting services to both the public and private sector. With our technological focus and expertise, we have established quality systems along with global alliances and technology partnerships with market leaders.
We provide our clients with new and improved technologies to better serve them and have assembled a group of business and technical professionals that understand processes specific to our clients’ domains and the demand for improved technical service. Combined experience and knowledge of Protech’s business and technical professionals has made Protech highly successful and recognized as one of the nation’s leading providers of information technology services to state and local governments with a primary business focus of Child Support Enforcement (CSE) technology.

Protech has successfully executed a variety of projects that include large child support systems for state governments in the US. Our products and solutions are built based on an in-depth understanding of the industry and a thorough understanding of the clients’ business and their business objectives. We pride ourselves on providing solutions that reduce cost, improve margins, and create capacity for future growth.",,,,,"303 West Capitol, Suite 330",Little Rock,Arkansas,72201,United States,[],[],[https://facebook.com/protech.company],[https://linkedin.com/company/protech-solutions-inc],[https://twitter.com/protech_company],[],[],200
710785,https://www.linkedin.com/company/710785,http://www.openwiresolutions.com,Information Technology and Services,201-500 employees,Privately Held,Openwire Solutions Inc,,"Openwire is a Next Generation IT Consulting Firm specializing in cutting edge business solutions utilizing Enterprise Business Solutions, BI, Web 2.0, SOA, Open Source, Mobile application development many more.

We are a  500+ employee firm  and a leading  new generation  India-based IT experts who combine an intimate knowledge of today’s cutting edge technologies with the business savvy needed to create and build strategic technology infrastructure and applications.

With more than 300+ customers and hundreds of IT projects in Mobile, Open source, Web 2.0, and SOA under our belt, Openwire enables large and SME companies alike to leverage our one-of-a kind workforce of elite IT experts to create revenue generating business solutions.

Openwire has quickly established strong footholds in fields of Offshore Dedicated Development Center, Application Development & Maintenance, Software as a Service, Enterprise Solutions, Product Development & Support, Game Development Mobile Solutions, Business Process Outsourcing, Testing Services, Multimedia Services and Search Engine Optimization.",,,,,301 Maple Ave W,Vienna,VA,22180,United States,[],[],[],[],[],[],[Coupons and Deals For a Faster Internet.],200
740917,https://www.linkedin.com/company/740917,http://www.engageinfo.com,Information Technology and Services,201-500 employees,Privately Held,Engage Information Inc.,,"Engage Information is a wholly owned subsidiary of Optimos Inc.. Optimos has been providing strategic technology solutions to both commercial and government sectors using best-of-breed technologies and proven methodologies, since 1993. With the growth in business and to better serve the Commercial Sector Engage Information was incorporated.

We engage with our customers to develop an integrated solution through strategy, innovation, analytics and process improvements. The methodology is based on our vast implementation and integration experiences in Enterprise Solutions space and clearly leverages the strengths of several industry standard methodologies. Our consultants are highly trained and have extensive customer implementation knowledge and are suited to work in CMMi, ITIL and Six Sigma environments. 

Websites:
http://www.engageinfo.com   
http://www.optimos.com  

Engage Information Background

•	250+ people providing IT Services & Solution
•	$35 M+ in group revenues, serving customers across private & public sectors
•	Delivery  Centers in Reston, VA and Pune, India
•	Mature Quality, Project/Program Management & Governance Processes
•	Recognized for ERP, CRM, Case Management, Collaboration & Content  Solutions/Services
•	Strong Alliance & Partner Networks
•	Delivery Centers in Reston, VA & Pune, India
•	A Certified Minority Owned Company",,,,,"11490 Commerce Park Dr, Suite 520",Reston,VA,20191,United States,[https://youtube.com/embed/9wCygJtW_SQ],[],[],[],[],[],[],200
713651,https://www.linkedin.com/company/713651,http://www.compnova.com,Information Technology and Services,501-1000 employees,Privately Held,CompNova,,"CompNova  With people and technology, we can meet your business challenges. 

At CompNova, we believe that to be competitive, a company has to get the most out of its resources. That's why we search the earth for the best people and technologies to bring together cost-effective solutions that won't jeopardize your short term financial goals, while continuing to position you to meet your long term objectives; from implementing billing systems to utilizing the state-of-the-art communications technologies to create an outsourced back-office for you.",,,,,"300 N Coit Road, Richardson",Dallas,Texas,75081,United States,[],[],[https://facebook.com/pages/CompNova-Inc/243560089024869],[https://linkedin.com/company/compnova],[https://twitter.com/#!/Compnova],[Compnova],[Compnova],200
697309,https://www.linkedin.com/company/697309,http://google.com,Information Technology and Services,501-1000 employees,Non Profit,EliteBrains,,"Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.
Descriptive words about your company’s expertise.",,,,,,,,,United States,[],[],[],[],[],[],"[Search the world's information, including webpages, images, videos and more. Google has many special features to help you find exactly what you're looking for.]",200
746223,https://www.linkedin.com/company/746223,http://www.avanitechsolutions.com,Information Technology and Services,201-500 employees,Privately Held,AVANI Technology Solutions Inc,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAOvAAAAJDYzYmY3Mjk5LWZiNmItNDk3Ny05NmUwLWJkZTlhNDc4N2RlMg.png,"Awards
Inc.500 Company - Ranked 238 fastest growing private companies in America
Product of the Month: CEIPAL TalentHire
Ranked Top '20 Most Promising Enterprise Mobility Companies'​ by CIOReview, April 2014
Ranked 'Top 25 IT Services Firms'​ by Silicon India, November 2013

Avani Technology Solutions is an information technology enabler for our clients’ success and efficiency. We specialize in software development, custom software solutions, and providing skilled IT professionals in the areas of Mobility, Web Applications, Security Testing, and Enterprise computing. The company began in 2008 and has enjoyed a rapid growth within the United States and globally.

Avani has fully equipped and modern software and product creation offices across the US and India, or we can bring our IT professionals to our clients offices to help them achieve their IT needs. We pride ourselves on being flexible and easy to work with. Our rapid deployment solutions help our customers’ reduce their time to market services and products.

Avani also brings it culture of developing elegant, easy to use, yet sophisticated solutions to products we develop and market. Our premier product ‘CEIPAL’ is a Human Capital System developed on an open-source platform and can be combined with Avani-built mobility solutions as well as legacy enterprise systems. Our integrated mobile applications for the CEIPAL portal includes Recruitment, and Employee Self-service portal.",,,,,"Avani Business Park,, 687 Lee Road, Suite 208,",Rochester,NY,14606,United States,[],[],[https://facebook.com/AvaniTechSolutions],[https://linkedin.com/company/avani-technology-solutions-inc],[https://twitter.com/AvaniTechnology],[],"[Avani Technology is a New York based software development firm specializing in HCM, SaaS development, Information Security and IT Consulting services in USA and India.]",200
776217,https://www.linkedin.com/company/776217,http://www.comdoc.com,Information Technology and Services,501-1000 employees,Public Company,ComDoc Inc.,,"This page is no longer being used as a company page for ComDoc.  The official LinkedIn company page for ComDoc can be found at http://www.linkedin.com/company/comdoc-inc, please follow us there.  For more information about ComDoc, visit http://www.comdoc.com.",,,,,3458 Massillon Road,Uniontown,OH,44685,United States,[https://youtube.com/channel/UCxE_PCQgT1A_s8ILKqvGNhg],[],"[https://facebook.com/myComDoc, https://facebook.com/mycomdoc]",[https://linkedin.com/company/comdoc-inc],[https://twitter.com/mycomdoc],[],[],200
781771,https://www.linkedin.com/company/781771,http://www.mckenziesp.com,Information Technology and Services,201-500 employees,Partnership,Mckenzie Sports Products,,Mckenzie Sports Products is the world's leading manufacturer and supplier of taxidermy supplies and acessories.  We at Mckenzie's strive to furnish the best possible experience in taxidermy supply with our standards for excellence: quality and service.  If you should ever need any taxidermy supplies or have simple to complex taxidermy questions feel free to call our toll free number: 800-279-7985.  Thanks for the opportunity to meet your taxidermy needs.,,,,,1910 St Luke's Ch Rd,Salisbury,NC,28146,United States,[],[],[],[],[],[],[],404
693528,https://www.linkedin.com/company/693528,http://euthenicsit.com/,Information Technology and Services,201-500 employees,Privately Held,EUTHENICS IT,,"Euthenics provides strategic business management solutions that lead to Corporate Performance Management in today’s dynamic business environment. This is achieved through leveraging technology in today’s information intensive and competitive markets requiring precision management. Our solutions help businesses align their people with corporate goals and strategies to scale their performance to the maximum. This is delivered through robust matrices and scorecards that ensure organizational functioning and delivery in context of key performance measures and areas.

We address the requirements of most industry verticals spanning Banking, Financial Services, Insurance, Telecom, Healthcare, Life Sciences, FMCG, Entertainment & Hospitality, Government, Energy & Utilities, Oil & Gas, Biotech & Agritech, Retail & Distribution, Manufacturing, as well as small and mid-sized businesses.

We are a truly global company, based in most geographies.",,,,,,,,,United States,[],[],[],[],[],[],[],
698393,https://www.linkedin.com/company/698393,http://www.hxcorp.com,Information Technology and Services,201-500 employees,Public Company,Halifax Corporation,,"Enterprise Logistics Solutions (ELS)

Halifax delivers enterprise logistics and supply chain solutions; from front-office customer interaction to back-office reverse logistics. We deliver comprehensive, fully integrated services including end-to-end customer support and fulfillment, critical inventory optimization and management, web-based customized reporting, onsite repair services, as well as depot repair and warranty management. With over 40 years of proven experience, Halifax provides best-in-class service management, technology, people and processes to help maximize your profits AND accelerate your time-to-market.",,,,,,,,22312,United States,[],[],[https://facebook.com/EssintialEnterpriseSolutions],[https://linkedin.com/company/1460414],[https://twitter.com/Essintial2],[],"[Partner with Essintial for IT field services, technology maintenance and complex project management for your business. Click here to learn more today.]",200
792957,https://www.linkedin.com/company/792957,http://www.siliconexpert.com,Information Technology and Services,201-500 employees,Privately Held,SiliconExpert Technologies,,"Founded in 2000, SiliconExpert Technologies is the leading industry provider of electronic
component data and parts management software in the electronics industry.
SiliconExpert’s software and data are used daily by thousands of electronic
engineers, supply chain and procurement managers at leading Fortune 500
companies.

SiliconExpert Technologies’ Electronic Parts Database is one of the most
accurate, comprehensive and current in the industry covering more than 250
million electronic components in hundreds of product lines from over 10,000
suppliers. End-of-life (EOL) forecasting, finding Cross References (form, fit
and function alternatives), Lifecycle statuses, Parametric Data and Product
Change Notice (PCN) alerts are a few of the features of SiliconExpert’s suite
of products that provide Part Search, BOM Management and Obsolescence
mitigation solutions. Learn more about SiliconExpert’s solutions at
http://www.siliconexpert.com",,,,,2975 Scott Blvd. Suite 100,Santa Clara,CA,95054,United States,[https://youtube.com/channel/UC1Np7DpY-yUSyZMM32yxCmg?view_as=public?sub_confirmation=1],[],[https://facebook.com/siliconexpert],[https://linkedin.com/company/siliconexpert-technologies],[],"[cross reference, datasheet, electronic part, electronic part search, bom, bill of material, bom management, lifecycle, obsolescence, RoHS REACH, PCN alert, component obsolescence, parametric, electronic component search engine]","[Leading electronic components database offering tools for cross references, BOM management, obsolescence forecasting & inventory tracking.]",200
674177,https://www.linkedin.com/company/674177,http://www.dumac.com,Information Technology and Services,201-500 employees,Privately Held,"DUMAC Business Systems, Inc.",,"Based in Syracuse, NY, DUMAC is a locally owned company providing Point-Of-Sale (POS) solutions to the Quick Service (QS), Supermarket and Table Service (TS) markets.  These POS solutions are installed and supported across the US and Canada.  Systems and services are also available from our Oklahoma City, OK, Houston, TX and Indianapolis, IN branches.

SBOnet, a web-based reporting and inventory system for the QS industry, was developed by DUMAC to provide a solution for multi-unit operators to control costs.

In addition, ancillary products such as order confirmation boards, drive-thru wireless and timer systems, digital menu boards and digital CCTV solutions are installed and supported.

Our supermarket POS solutions include complete scanning and DSD systems as well as wireless solutions for price verification and electronic shelf tags for supermarkets.  The acquisition of RORC, developer of RORC V6 supermarket POS software, in 2015 has provided new opportunities for continued growth in that industry.

Wireless handhelds are also available for Table Service applications that allow wait staff to take and submit orders right from the table for customers located in upstate New York.

Due to to our continued growth, we are currently seeking candidates for a variety of positions.  Check us out at www.dumac.com/careers.

Awarded ""Top 5 Best Places to Work in CNY"" in 2013, 2014 and 2015 by the Business Journal.",,,,,19 Corporate Circle,East Syracuse,NY,13057,United States,[https://youtube.com/user/DUMACVideo?safe=active],[],[https://facebook.com/DUMAC-Business-Systems-Inc-262308821645],[],[],[],[],200
686366,https://www.linkedin.com/company/686366,http://www.smartek21.com,Information Technology and Services,501-1000 employees,Privately Held,SmarTek21,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAihAAAAJGIyYjIzZWVhLTQ2MzMtNDZlNy04MzViLTEwODE2MDg0ZTEzMQ.png,"SmarTek21 Offers a Comprehensive Suite of Cost-effective Services & Products From Prototype to Production & Everything In-between.

Since 2006, SmarTek21 has become the premier enterprise technology partner for companies looking for innovative ways to transform and improve their employee and customer experiences.  From software development and product realization to full enterprise architecture consulting and managed services, we deliver efficient and high quality technology solutions driving measurable business impact.

**SMARTEK21 SERVICES**

Enterprise Technology & Strategy
     •  Cloud Migrations
     •  Application Refactoring
     •  ITIL / ITSM Implementations
     •  Strategic Roadmap Development

Software Design & Product Development
     •  Pan-platform Mobile Development
     •  UI/UX Design Services
     •  Rapid Custom App Development
     •  Product Implementations & Integrations

Collaboration: Portals, Apps & Content
     •  ECM Strategy & Implementation Services
     •  Business Productivity Suite Consolidations & Implementations
     •  Portal Design & Development

Business Information Management
     •  Business Information Architecture
     •  Visualization Dashboard & Integration
     •  Marketing / Business Campaign Design & Support

Managed Services
     •  Hybrid Operational Support Services
     •  Workflow Optimization & Automation
     •  Unified Communication & Telephony Support Services
     •  Professional Services as a Service (PSAAS)


**SMARTEK21 PRODUCTS**
     •  SmartBotHub™
     •  Enterprise Cloud Connect™
     •  ScopraMedia™


Visit ☛ SmarTek21.com to learn more about our products and services.",,,,,"12910 Totem Lake Blvd, Suite 200",Kirkland,WA,98034,United States,[],[],[https://facebook.com/smartek21global],[https://linkedin.com/company/686366],[],[],"[SmarTek21 specializes in enterprise technology in software and product development, architecture consulting & managed services for businesses worldwide.]",200
682615,https://www.linkedin.com/company/682615,http://www.bistasolutions.com,Information Technology and Services,201-500 employees,Privately Held,Bista Solutions Inc,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAeoAAAAJGQ4MGU5YzEwLTU4Y2QtNDZjYy04ZjViLWY5YTUwMmM5NzFmMQ.png,"Bista Solutions is a dynamic software company providing world-class business solutions to a wide range of enterprises. We provide world-class consulting services at competitive prices.  We have a number of years of expertise in analyzing the requirements of businesses and developing applications to meet their business needs.
 
We have a very strong expertise in implementing business applications. We evaluate the leading applications whether it be ERP, CRM, BPM, BI, eCommerce and IT solutions to implement it for our clients.

We have expertise in developing Enterprise grade business applications and provide a consolidated service throughout the various phases of development of an enterprise solution including:

    Business Process Analysis.
    Requirements Gathering.
    Choosing appropriate Architecture & Design.
    Development.
    Implementation & Roll-out.
    User Training

We use the latest software development methodology of ""Agile Software Development""​, which includes iterative development, close customer collaboration & providing frequent releases to the Client. Using these latest development methodologies we ensure that the implementation meets the needs of the customer.

Bista Solutions has been named #773 on Inc-5000 , America's fastest-growing private companies list for 2016.",,,,,"Atlanta , GA, 30305, USA., Atlanta , GA, 30305, USA.",GA,Georgia,30305,United States,[https://youtube.com/user/BistaSolutions],[],[https://facebook.com/bistasolution],[https://linkedin.com/company/bista-solutions],[https://twitter.com/BistaSolutions1],"[odoo Implementation, spagobi integration partner,jaspersoft,best odoo partner,company,odoo ERP implementation, odoo erp integration,manufacturing,retail,telecom,partner
]","[Bista Solutions ERP software implementation experts, full customization of business software. ERP software architects in USA , India, UAE.]",200
674414,https://www.linkedin.com/company/674414,http://www.redhorsecorp.com,Information Technology and Services,201-500 employees,Privately Held,Redhorse Corporation,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAXTAAAAJGViNDI0MzM4LWEzYjUtNDFmMy04YTljLWVlMmVlYmY0NWE2Yg.png,"Redhorse has expertise in energy, environmental, technology, and intelligence services. We strive to do meaningful work in support of our nation’s needs, provide a great work environment for our employees, and make a difference in the communities where we live and work. We are a Small Business Administration 8(a) program participant and a service-disabled veteran-owned small business.",,,,,"1370 India Street, Suite 200",San Diego,California,92101,United States,[],[],[],[],[],[],[],200
795024,https://www.linkedin.com/company/795024,http://www.Greenburgh7.com,Information Technology and Services,201-500 employees,Educational,Greenburgh NY Central School District #7,,"District wide Information Technology leadership
Educational Technology Manager
Chief Information Officer",,,,,,,,10530,United States,[],[],[],[],[],[],[],200
677709,https://www.linkedin.com/company/677709,http://www.techtammina.com,Information Technology and Services,201-500 employees,Privately Held,TechTammina LLC,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAApaAAAAJDI5NzU3YjRhLTUzNDUtNGFmNi04MTQ3LTM3ODJlZmExOTg3ZQ.png,"Tech Tammina is an Onshore and Offshore Software Development and Staffing company that combines the benefits of Offshore Outsourcing with its expertise in strategic global delivery models which makes it a reliable Outsourcing Software Development Solution provider. We offer a wide range of services like Custom Software & Application Development, Web Application Development, eCommerce web site design, and Software Maintenance. 

Our expertise lies in reducing costs and enhancing productivity by bringing the strategic advantage of Software Outsourcing and Offshore Software Development to the very doorsteps of our customers in more ways than one. 

Tech Tammina is a one stop offshore provider for all software and web development services. Our core expertise has been in providing dedicated development teams for our clientele. We have a rich & valuable expertise in outsourced software development, web development, enterprise software solutions. Our transparent, efficient and flexible world class software development process zero downs risks of project failures and creates powerful software solutions that meet present as well as future demands.
Tech Tammina LLC",,,,,203 Elden Street,Herndon,VA,20170,United States,[],[],[],[],[],[],[],
786856,https://www.linkedin.com/company/786856,http://www.prion-usa.com,Information Technology and Services,201-500 employees,Privately Held,PRION USA Inc,,"PRION Group is a Global Consulting and Systems Integration (C&SI)  Partner of Siemens PLM.

Globally positioned, over 330 dedicated specialist from 20 different nations enable PRION to support its valued clients in successfully implementing Siemens Product Lifecycle Management (PLM) and CAD Portfolio.

Utilizing state-of-the-art information technology with a committed focus on Siemens PLM software applications; the team at PRION is able to tailor solutions to meet their valued clients needs!",,,,,"1722 NW Raleigh Street, #204",Portland,OR,97209,United States,[],[],[],[],[],[],[],200
671644,https://www.linkedin.com/company/671644,http://www.stopso.com,Information Technology and Services,201-500 employees,Privately Held,Strategic Operational Solutions,,"Strategic Operational Solutions (STOPSO) is an IT strategy and management consulting firm. We work with our clients to define their strategic goals, enhance operational capabilities, and empower our clients with transformational solutions.

STOPSO’s extensive experience and expertise in enabling technologies such as biometrics, smart cards, and Public Key Infrastructure complements our capabilities in Information Assurance, Cyber Security and other IT/ business related areas.  

Our core competencies include Identity Management, Biometrics, Information Assurance,Cyber Security, IT Portfolio Transformation, and Strategic Communications.",,1,IT strategy and management consulting firm,,"8391 Old Courthouse Rd, Suite 300",Vienna,VA,22182,United States,[],[],[],[],[],[],[],200
626294,https://www.linkedin.com/company/626294,http://www.calibresys.com,Information Technology and Services,501-1000 employees,Privately Held,IMC Inc,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAARcAAAAJDRiYzU3Njg4LTdhNmUtNGRkOC1iMGYyLTIxMjVkMjAzOGFhMA.png,"IMC became part of CALIBRE Systems, Inc. on September 1, 2015

CALIBRE Systems, Inc. is an employee-owned management consulting and information technology solutions company supporting government and industry.  CALIBRE is committed to the success of our customers, and delivers enduring solutions that solve management, technology, and program challenges.",,1,consulting and information technology solutions company,,11480 Commerce Park Drive,Reston,VA,20191,United States,[],[],[],[],[],[],"[Advanced Logistics Analytics, Business Analytics, Business Case Development, Business Case Development, Business Intelligence and Knowledge Management,Data Management, Data Warehousing,Health Analytics, Performance Management and Measurement, Facility Condition Assessment
FCA, BUILDER Sustainment Management System,BUILDER SMS, ARCHIBUS , ARCHIBUS Business Partner; Asset Management; Asset Inventory; Facility Maintenance Management Consulting; Building Assessments
Inspections]",200
626630,https://www.linkedin.com/company/626630,http://www.piercecountylibrary.org,Information Technology and Services,201-500 employees,Non Profit,Pierce County Library System,,"Pierce County Library System’s 18 libraries bring people together, enrich lives and provide children and adults with opportunities to learn.

The libraries offer families and children fun, learning and free access to a million books, CDs and DVDs, and numerous events to help kids read and do their homework.

Libraries are key to successful communities and families.",,2,"bring people together
",,3005 112th St. E.,Tacoma,Washington,98446-6204,United States,[https://youtube.com/user/piercecountylibrary1#p/u],[],[https://facebook.com/PierceCoLibrary],[https://linkedin.com/company/pierce-county-library-system],[https://twitter.com/piercecolibrary],"[Pierce Count Library, PCL, Library, Washington, Pierce County, PCLS, Pierce County Library System, Tacoma Washington, Washington State Libraries, Public Library, Catalog, Books, Music, Movies, Online Books, Audio Books]","[Pierce County Library System’s 18 locations bring people together, enrich lives and provide children and adults with opportunities to learn.

The libraries offer families and children fun, learning and free access to more than a million books, CDs and films, and numerous programs to help kids read and do their homework. Libraries are key to successful communities and families.]",200
606561,https://www.linkedin.com/company/606561,http://www.itelligencegroup.com/us,Information Technology and Services,201-500 employees,Privately Held,"Symphony Management Consulting, now an itelligence company",https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAdiAAAAJDA1NDYzMDFmLTExOTAtNDU4Mi04NTkwLWQzMWY4MmQwY2ZlMA.png,Symphony Management Consulting is now an itelligence company.  Please visit the itelligence LinkedIn page:  https://www.linkedin.com/company/itelligence-north-america,,1,,,,,,,United States,[https://youtube.com/user/itelligenceus],[],[https://facebook.com/pages/Itelligence-US/211229572233109],[https://linkedin.com/company/itelligence-north-america],[https://twitter.com/itelligence_US],[],[itelligence is a leading full-service SAP solutions provider of midmarket-focused SAP solutions and a wholly owned subsidiary of itelligence AG.],200
601643,https://www.linkedin.com/company/601643,http://www.mavericksoftware.com,Information Technology and Services,201-500 employees,Privately Held,Maverick Software Consulting,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAefAAAAJDVhZWI2MGQ5LWM3OTctNGQ3NS04NDFiLWYzNGI0YjU0MTM5Ng.png,"Maverick Software Consulting enables companies of any size to easily build a diverse IT workforce by providing access to top student talent from all colleges and universities across the U.S. while providing a cost-effective source for software development and testing. 

Companies partnering with Maverick realize the following benefits and more:
   •	 High-performing students from colleges and universities in the U.S. fill their entry-level IT shortage
   • 	 Maverick helps client find candidates from under-represented employee groups.
   • 	 Maverick handles all training and administrative tasks
   •	 Maverick provides a presence on campus for your company
   •	 Maverick rates are comparable to offshore contractors, with higher productivity  
   •	 Hiring Maverick students full time post-graduation provides a seamless, efficient transition
   •	 Work with students from across the Midwest, locally or remotely
   •	 Maverick’s process and automated systems means you have access to top talent year-round",,0,,,1428 Washington Ave S #201,Minneapolis,MN,55454,United States,[],[],[https://facebook.com/MaverickSoftwareConsulting],[],[https://twitter.com/mavesoftcons?lang=en],[],[A better way to find your IT talent],200
606696,https://www.linkedin.com/company/606696,http://www.shoregroupassociates.com,Information Technology and Services,501-1000 employees,Privately Held,Shore Group Associates,,"Shore Group Associates is a boutique consulting firm that provides best-in-class content management services, with particular expertise in people data and its related attributes, from employment and other affiliations to other key biographical data points.  Shore specializes in “smart data” solutions – creating clean, organized, actionable data from which to extract relevant information and insight.  Utilizing a high-tech and high-touch approach, Shore combines proprietary tools, technologies, and intellectual property, with deep content and project management expertise, to help organizations establish collections of “smart data”.",,0,consulting firm,,"Shore Group Associates, LLC, 152 West 36th street",New York,NY,10016,United States,[],[],[],[],[],[],"[Shore Group offers powerful data-driven solutions for the world's most 
critical problems. We help our customers collect, structure, and understand 
their data.]",200
931970,https://www.linkedin.com/company/931970,http://www.bartronicsamerica.com/,Information Technology and Services,501-1000 employees,Privately Held,Bartronics America Inc.,,"Bartronics an ISO 9001: 2000 & ISO 27001 certified company. As market leader, Bartronics define, design and deliver technology enabled business solutions that spans technology consulting, hardware and RFID tag manufacturing, custom software development, product engineering, Systems Integration, business process outsourcing on an outsourced, BOT and BOO models. 

Having set the precedence  of  executing contracts exceeding US $1 billion on a BOT model to deploying solutions to provide formal financial services to millions of people in rural communities, migrant labor and nomadic tribes we at Bartronics pride ourselves in providing the right insight, technology and support to help businesses transform into a high performance fuel efficient engines that drive up profitability . In other words, Bartronics transforms businesses that help transform lives.",,1,spans technology consulting,,"485 US Highway 1 South, Building E Suite 240",Iselin,Newjersey,8830,United States,[],[],[],[],[],[],[],200
946242,https://www.linkedin.com/company/946242,http://www.centizen.com,Information Technology and Services,201-500 employees,Privately Held,"Centizen, Inc.",https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAeQAAAAJGY4ZDJkZWE2LWJkZGQtNGMzZS04OTA3LWEzMzcwYmFkZmMxMg.png,"Since 2003, Centizen has committed to providing a hands-on-approach to IT solutions, consulting and outsourcing. From our experienced founders to our consultants, all of our client solutions are given the same level of high quality and standards. It is our passion to understand our clients needs and to deliver results that mirrors those needs.  We are the go to guys for IT contract and contract-to-hire staffing of individuals and project teams for on-site, off shore and blended shore IT initiatives.

Centizen has built a strong foundation with the success we've achieved in the past years and  commit to continue with innovative strategies to provide an unmatched results-driven approach to maximize our clients investments.

Services
•	IT Strategy and Consulting
•	Architecture Consulting
•	Application Development and Maintenance
•	Outsourcing
•	Enterprise Mobility
•	IT Infrastructure and Cloud Services
•	Testing Services

The Centizen Difference
•	Focusing on delivering the best fit for the domain, hard and soft skill-requirements of consultants that work at our clients.
•	Performing deep level screening of all consultants so that we don’t waste your time with consultants that are not a fit.
•	Delivering individuals and project teams for engagements on shore, off shore and blended shore.
•	Providing below market rates because of our lower margins and attention to keeping our costs low.
•	Standing behind every consultant we assign to work at our clients.
•	Being hassle-free to work with.

“Without a doubt, Centizen provided us with the best and most thoroughly vetted candidates of any vendor. I think it would be of value to you to let Centizen have a shot at your business,” says a client hiring manager about Centizen.",,1,consulting and outsourcing,,"12725 SW Millikan Way, Suite 300",Beaverton,OR,97005,United States,[],[],[https://facebook.com/centizen],[https://linkedin.com/company/centizen],[https://twitter.com/centizeninc],[],"[Global agile IT Services, IT Solutions, Outsourcing, staff augmentation and consulting solutions firm focusing on Business Analytics, Cloud and Mobility]",200
