,Company_Description,Class_Label
1801,"Appointy is an advanced web-based scheduling software tool which allows you to manage your clients and market your services by speeding up your word-of-mouth publicity.

You can be growing your business and gaining new clients 24 hours a day, 7 days a week, 365 days a year; even while you sleep or go to the gym.

Organize your appointment book, staff, services, etc., from anywhere in the world. Appointy will keep you up to date with real-time updates while you are out and about or just away from your desk.",1.0
1802,"YouMail is changing how the world handles phone calls by providing intelligent, cloud-based telecommunication services, having answered well over 5 billion calls from roughly half of the phones in America. YouMail's flagship app is an intelligent call manager that stops robocalls with its highly accurate caller ID and smart blocking technology, provides the industry's easiest one-touch conference calling capabilities, provides an automated virtual receptionist for handling, routing, and responding to calls, and includes the company's award-winning voicemail service. YouMail also produces WhoAreYou, a caller ID and call blocking app on Android, and publishes the YouMail Robocall Index, which tracks the volume and extent of robocalls in the United States.

YouMail was founded in Irvine, Calif, in 2007, and the company is privately funded. YouMail is backed by VantagePoint Capital Partners, Wavemaker Ventures, the Tech Coast Angels ACE Fund, the CrunchFund, the Tech Coast Angels, and numerous private investors and family offices.",3.0
1803,"We, at Gymondo.de, dream and obsess about helping others become fitter and healthier. We are a young, international and passionated company looking to make a mark in the fast developing online fitness space. Although we already are well established, there is still a long road for us to travel. 
We truly believe in Gymondo’s potential to innovate in the way fitness and nutrition takes place in people’s lives, not just in Germany but across the whole world. And we are looking for a select group of highly motivated and talented individuals to share this journey with us. So, if you want to build the next generation fitness and nutrition platform with us, check our current openings and get in touch.",3.0
1804,"aXcelerate is a revolutionary Student Management System, run entirely from the cloud.

The system intuitively handles all aspects of running an Australian training organisation and ensures that users are compliant with government standards.

aXc...",1.0
1805,"Wir bieten eine digitale Gesundheitsberatung für Privatpersonen und Mitarbeiter im In- und Ausland an. Egal wo und zu welcher Uhrzeit, über die TeleClinic können Sie sich rund um die Uhr von einem Arzt medizinisch beraten lassen. Mehr als 100 Ärzte aus allen Fachrichtungen unterstützen Sie, damit Sie sich gesundheitlich gut aufgehoben fühlen.
Videochatten Sie mit unseren Ärzten und erleben Sie medizinische Beratung über die Ferne, die so persönlich ist wie in der Arztpraxis - ganz einfach, ohne Anfahrt, Warten und auch außerhalb gewöhnlicher Praxis Öffnungszeiten. Mit unserer App können Sie den Ärzten Bilder von relevanten Körperteilen wie z.B. einer entzündeten Hautpartie schicken. Im Inland und im Ausland, tagsüber wie nachts stehen Ihnen die Ärzte der TeleClinic zur Beratung zur Verfügung.",2.0
1806,"PM Connect creates award-winning mobile payment solutions. Our technology allows brands to access new markets and monetise audiences through carrier billing – enabling consumers to purchase products and services using their mobile phone bill. 

Founded in 2012, we create swift, streamlined and secure mobile payments solutions, bespoke for each brand. Lifestyle and sport content, tickets, videos and articles can all be purchased quickly and easily without a debit or credit card. Put simply, our products streamline the consumer experience and generate more revenue for clients.

We introduce global brands to mobile payments – our clients have included WWE, NBA, James Haskell Health and Fitness app and Opta, with our solutions rolled out across Europe, the Middle East, Asia-Pacific and Africa. 

Industry-acclaimed, PM Connect also currently ranks 79th on the 2018 Sunday Times Hiscox Tech Track 100 and 21st on the 2017 Deloitte Technology Fast 50.

Learn more about how mobile payments could benefit your brand at www.pmconnect.co.uk.",3.0
1807,"optometry @ hand
Seeing is everything. At 6over6, we believe that everyone has the right to see clearly, and our innovative approach to vision care brings the world closer to that goal.
We have reimagined all fundamental optometric tools and fitted them into your smartphone, enabling a complete and accurate measurement of the refractive error of the eye, for eyeglasses and contact lens prescription, using nothing but software.",2.0
1808,"We're a full service, platform agnostic, design, branding and strategy studio in NYC.  We work with clients to get to the heart of who they are, then we express their brand through image and language.

Every job is different but our goal is always the same: To make memorable, lasting work across a variety of mediums.",1.0
1809,"Yepstr är en app som kopplar ihop privatpersoner och företag som är behov av extrahjälp med Sveriges mest ambitiösa ungdomar. 

Yepstr hjälper till med allt från betalning, försäkring och skatt så att du får mer fritid över till annat!",2.0
1810,"igloohome helps people manage their homes and properties through innovative technologies, and has created smart locks and keyboxes which allow the remote granting of access. 

PIN codes or bluetooth virtual keys can be created from the igloohome app so that friends/family/helpers can enter the owner's home, even when he/she is not at home. This eliminates the need for key exchanges, saving time and effort to meet up, and provides the flexibility of control of the property even when the home owner is geographically distant. Home owners can also set the validity period of the PIN codes, so the house remains secure after the visitor leaves. 

What makes our devices different is that they do not require internet connection. This means that home owners need not fret about internet disruptions or worry about WiFi hacking. 

Beyond just being a smart lock, igloohome has built partnerships to enable services around it. Most notably, we have partnered Airbnb to help improve the hosting experiences for both the host and the guest. The integration with Airbnb means that our lock and app syncs up with Airbnb bookings. When a reservation on Airbnb is confirmed, igloohome automatically sends the guest a personalized PIN code to enter the host's property. When the guest checks out, the PIN code is automatically deactivated, giving the host peace of mind. 

Our access solutions have been rolled out in over 50 countries, to great reviews. igloohome has been featured on The Business Times, Channel News Asia, Tech in Asia, Digital Trends, The Huffington Post and more. ",2.0
1811,"Founded in 1996, Full Fat is an independent company that is passionate and tirelessly dedicated in making innovative, world-class games that surprise, entertain and delight players.

We have produced over 80 games across all formats, helping cre...",2.0
1812,"Spaceboost empowers the world to drive higher efficiency, effectiveness & transparency in Google, Bing & Amazon search paid marketing programs. Spaceboost is the most advanced & specialized search advertising partner which you can trust to learn how to automate, optimize and scale your ad spend management into orbit. Today, 11,000+ customers in more than 90 countries use Spaceboost’s software, services, and support to transform the way they attract, engage, and delight customers. 

Want to join our team of talented, young, and determined marketers and developers and work to improve the way the world does online advertising? Check our available positions and get in touch: https://spaceboost.recruitee.com/",1.0
1813,"BlackBuck (ZINKA) is an online marketplace for logistics transactions, helping customers move anything, from anywhere to everywhere.  Our customers range across ‘individuals’ – ‘small business establishments’ – ‘corporates’, who need to move goo...",3.0
1814,"Swift Shift, a HIPAA-compliant workforce recruitment and management platform for home healthcare enterprises, connects home healthcare providers with qualified caregivers and nurses to address the national nursing shortage. With real-time digital communications between provider and their staff, Swift Shift is pioneering mobile-first solutions to revolutionize recruitment and management processes in home health. 

Swift Shift’s nurse-facing mobile app, leverages cloud technology to offer home healthcare field staff control over the visits they apply for from the palm of their hand. Swift Shift clients include BAYADA Home Health Care, Interim HealthCare, Aveanna Healthcare, and more. Founded in 2014 by entrepreneur and Swift Shift CEO, Assaf Shalvi, the company has raised $5.7 million in funding. Swift Shift is headquartered in New York City.",3.0
1815,"Empower meaningful encounters at events. 
Event app & matchmaking platform powered by Artificial Intelligence

- Smart platform. Memorable events. Closer relationships -
We believe in-person networking is the best way to grow your business.

Swapcard is a smart event engagement platform, powered by artificial intelligence and run by people. It lets organizers and planners leverage digital to deliver what matters: personal interactions, human experiences, and revenue growth. Servicing more than a thousand events and some of the world’s most innovative organizations like Oracle, the OECD, VivaTech, and TedX. Swapcard is committed to delivering the right mix of tech-savvy and human touch. 

More info and demo on https://www.swapcard.com/

Download:
iOS
https://itunes.apple.com/app/swapcard-carte-visite-numerique/id879488719

Android
https://play.google.com/store/apps/details?id=com.swapcard.apps.android",3.0
1816,"Founded in 2006, PipelineDeals is the most adopted CRM for small and midsize businesses, empowering sales teams across a breadth of industries to build game changing relationships. PipelineDeals is built around an easy-to-use and customizable user experience, sales focused features, and leading customer support and service. Today more than 18,000 users in 60 countries use PipelineDeals to gain visibility into their sales pipeline to accelerate opportunities and close more deals.  
 
Headquartered in Seattle, WA, PipelineDeals has made the annual Inc. 5000 list since 2014, recognized as one of the fastest growing companies in the U.S. ",1.0
1817,"EarnUp is a consumer-first fintech platform that intelligently automates loan payments for the 200 million Americans with debt. We help you put a few dollars aside for your loans when you can afford it - then we make your loan payments for you, allocating funds in the way that gets you out of debt faster. We are dedicated to giving control back to everyone who is frustrated managing their finances.",3.0
1818,"True Link is a diversified financial services firm dedicated to protecting and increasing our customers' independence and quality of life. We offer a range of payments, investment, and insurance products, primarily for retirees. Our customers come to us primarily via referral from other customers or through our wide-ranging ranging partnerships with nonprofits, attorneys, financial planners and advisors, government agencies, care facilities, fiduciaries, and other experts.",1.0
1819,"Karaoke Smart desarrolla tecnología de streaming de video y audio con almacenamiento en la nube, y una familia multiplataforma de aplicativos para iOS de Apple, Android de Google, web y Smart TVs. El servicio brinda un catálogo licenciado de canciones en gran calidad de sonido con la posibilidad de ajustar el tono e interactuar conectando más de 20 celulares a una sola Smart TV. Para negocios como hoteles, restaurantes, clubes y bares de karaoke, Karaoke Smart ofrece una solución disruptiva con tecnología ‘second-screen’ que le otorga a los usuarios el control de toda la experiencia del karaoke desde sus propios celulares.

En mayo del 2018, Karaoke Smart ha iniciado su entrada al mercado de Brasil con un amplio catálogo de canciones en portugués, y están en proceso de tropicalizar su solución B2B para bares de karaoke, promoviendo sus aplicativos celulares en portugués con una red de influenciadores, cantantes y seguidores. Con sólo un mes de lanzamiento, ya han duplicado su crecimiento en usuarios, ventas y canciones cantadas.

Karaoke Smart ha sido desarrollada con un modelo de subscripción por streaming de contenido audiovisual en más de 7 países en América Latina incluidos México, Argentina, Colombia, Chile, Perú entre otros.

Karaoke Smart ha levantado más de 600 mil dólares de capital semilla, cuenta con alianzas estratégicas con los principales fabricantes de TV, se ha consolidado entre las Premium Apps para Smart TV. Carlos Montesinos, Tomi Toyosato y Kevin Zúñiga son los fundadores de la compañía que revoluciona la experiencia del karaoke en Smartphones, Web y Smart TV. Los usuarios de Karaoke Smart han cantado más de 5 millones de canciones a través de la plataforma en toda América Latina.",3.0
1820,"High quality, concise web development screencasts. Coding with expert open-source contributors.  Let’s make the web better. ❤️",1.0
1821,"AppSheet is the app maker for everyone. Create powerful mobile apps from your data – no code required. Simply connect your cloud data, customize your apps and deploy. 

Whether you're in sales, finance, inspections, field service,  inventory management, operations, or simply need an app for project management or customer engagement, you can create your own data-driven mobile apps quickly.

No matter what business or organization you are in, like construction, manufacturing, engineering, education, municipalities, or others, you can always find quick, easy and handy data solutions with AppSheet.

Start making apps now at https://www.appsheet.com/.",3.0
1822,"EatFirst was created by Benn Hodges as an antidote to the mass-produced meals on offer to time-poor foodies looking for high-quality wholesome meals at home or work. Coming from a Michelin starred restaurant background, Benn and his team use high-end cooking techniques and ethically sourced ingredients to create healthy, fresh guilt-free meals. 

The Great Taste Award-winning kitchens of chef Benn Hodges are open to everyone in the UK with a brand new nationwide delivery service. Aimed at discerning foodies looking for healthy alternatives to takeaway, the new eatfirst.com store offers restaurant quality ready meals and fine wines with fast on-demand and overnight chilled delivery. 

“I started EatFirst with the mission to create the world’s finest ready meals, which busy people actually felt good about eating. I believe in hand finished dishes, unique fresh ingredients, no additives and sustainable, eco-friendly packaging.” comments EatFirst Culinary Director and 2017 British Takeaway Chef of the Year Benn Hodges

Ordering is easy simply visit eatfirst.com or download the app and choose from a delicious, wholesome range of fine meals and fine wines. 

Minimum order £12.50 for London on-demand and £30 for nationwide overnight. 

Find us on Facebook, Instagram, and Twitter - @EatFirst

Customer Service UK: 0203 308 9339 /  chef.benn@eatfirst.co.uk",3.0
1823,"3 Sided Cube is an agency of creatives and technologists who collaborate with extraordinary startups, organisations and enterprise solutions to create life-saving and life-changing digital solutions.

Our passion for building tech for good has aided global brands such as American Red Cross, Boots, RNLI, LUSH, RSPB, Lloyds Banking Group and Nordstrom to solve problems that have championed the genius over the generic. 

This focus on creating apps, websites and products with the ability to change lives has resulted in 3 Sided Cube winning acclaimed awards such as The Digital Communications Award for Best Mobile App, a Webby Award for Best Health App, plus several awards for best charity app. 

On top of this, our innovative approach to problem-solving earned us a place on the Top 50 Creative Agencies published by Creative England in association with The Telegraph.

Cube’s proven process of working closely with our clients to deliver technology solutions has helped to create international disaster preparedness apps, placed first aid and emergency care in the hands of people who need it the most and raised millions of dollars for charities; saving lives every day. 

Our Accolades

Winner of the ""Charity & Not for Profit"" award at the Digitals - Econsultancy & New Media Age

Winner of the ""Not-for-Profit Website or Campaign"" award at the Dadi Awards - The Drum

Winner of the ""Best use of Technology"" Award by Umbraco CMS.

Winner of the ""Best Mobile App"" at the European Digital Communication Awards.

Winner of the ""Best use of digital"" beating the likes of Sainsbury's, Unilever & McDonalds.

Winner of the “Best Health App” award - Webby Awards.

Get in touch: holla@3sidedcube.com",3.0
1824,"Invite The World to Your Events 

The Best Place To Promote Your Events Online
Promote An Event - https://goo.gl/937uk6 

Post your event and find the right people at the right time. You can reach a greater target audience than ever before with filters optimised to hit specific categories and cities all around the world. 

Post - Submit your event just once and we’ll amplify it across thousands of sites to reach a potential audience of more than 40 million people. 

Target - We can increase your reach with geo-location and category-specific tools designed to speak to your ideal audience on their terms. 

Boost - We use trusted search engine publishers and keywords to elevate your event’s organic SEO visibility.

Submit An Event - https://goo.gl/937uk6

Event Organisers submit millions of events
manually & multiple times to thousands of media channels & general marketing platforms that fail to successfully market their events

Effective event marketing from a single
submission creating the perfect event ad campaign by distributing to 5000+ media publishers, search engines, mobile, email, sms & social

evvnt enables people all over the world to fill their events utilising the most effective event listing sites on the web. Every minute, with little more than a click, more events and conferences appear in listings, in search engines and on mobile – discoverable by both category and location. 

With next to no effort customers of evvnt get better attendance, while consumers find events they previously had no idea existed. To date customers in 70 countries worldwide have submitted over 1.5 million event listings, created over 1m live links, and generated 1.5 million clicks to ticketing and registration pages. 

Learn more at www.evvnt.com",3.0
1825,"At Fluidly we’re defining a new category of Intelligent Cashflow to help business owners sleep better at night by forecasting and optimising their finances. Since our launch in 2016, we’ve been busy using engineering and machine learning to provide confidence, certainty and control around cashflow to thousands of SMEs, working in partnership with leading accounting firms.

We’re thrilled to have been recognised in the Wired Top 100 European startups, as one of the ‘Hot 10’ in the Fintech50, as well as winning two Accounting Excellence awards: Innovation of the Year and Forecasting Software of the Year. 

Fluidly is backed by leading financial technology investors (Octopus, Nyca and Anthemis) and we have a diverse, top-tier team across the board, drawn from leading firms and universities. 

We’re currently hiring! We are looking for smart, curious, humble and warm people to join our team. Have a look at our current openings here: https://fluidly-london.workable.com/",1.0
1826,"At 82 Labs, our goal is to use science to help you feel energized, stay productive, and be your best. Our first product is Morning Recovery, designed to help you bounce back after a night of drinking. ",2.0
1827,"HqO is a tenant experience platform that helps landlords create places people love. HqO partners with the leading landlords, property managers, and brokers who want to attract innovative tenants, provide a premium experience, and increase overall asset value.",1.0
1828,"Audiomack is a free, artist-first streaming platform and app moving music forward by enabling and accelerating the discovery of new artists and sounds. The app alone has over 1.4 millions daily average users, who use the platform to uncover favorite new artists and build a close-knit community with like-minded music fans. Audiomack remains the only completely free platform for artists and creators, offering unlimited uploads, advanced stats, and sharing options without a premium subscription.  

Years of putting artist needs first has consequently put Audiomack at the forefront of watershed moments in hip-hop and greater music culture. Such examples include the release of Chance The Rapper’s seminal 'Acid Rap' mixtape on Audiomack, releasing J. Cole’s tabled 'Truly Yours 1 and 2' on Audiomack and most recently, Eminem premiered his eviscerating Machine Gun Kelly diss track, ""Kill Shot,"" on Audiomack.

The Audiomack Premium (AMP) service is tailored to major artists, labels, and collectives. This serves to monetize their music across Audiomack and embed players on third party sites—the only such offering in the industry.  ",3.0
1829,Prosper is a digital coaching service that provides on-demand advice for modern ambition. Our mission is to empower and enrich the lives of the modern workforce with greater access to the tools they need to practice the professional skills to Prosper. You can learn more at HelloProsper.com,2.0
1830,"GetBusy is an established, successful, award-winning Document Management software business, with global operations (UK, USA, Australia and New Zealand) and the flexibility to suit any business or industry. www.GetBusy.com",1.0
1831,"Cloverleaf is on a mission for every team to be a thriving team with people doing work that energizes them. Cloverleaf’s SaaS platform provides data-driven insights to empower every person in the organization to increase their relational and communication effectiveness, ultimately improving productivity and engagement. Cloverleaf integrates with communication tools (email, calendars & Slack) to extend beyond the platform into tools employees use daily to provide contextually relevant insights to improve communication and build better relationships.",1.0
1832,"Yousign édite des solutions de signature électronique sécurisées et légales. 

Tiers de Confiance et Autorité de Certification reconnue aux niveaux français et européen, nous aidons les entreprises de toutes tailles et de tous secteurs d'activité à digitaliser leurs processus de contractualisation.  

Nous proposons des solutions plus simples d'utilisation et d'intégration, des signatures légales et certifiées, supportées par une infrastructure cloud 100% française.",2.0
1833,"Taski is an online hourly shift network, allowing hotels to access, manage and communicate with qualified staff within clicks. Shift workers have the ability to access flexible shifts at various hotel locations through one profile. 

HQ: Vancouver and Houston",1.0
1834,"VuMedi is an online video education network that provides doctors with authentic, comprehensive information about the topics that matter most to them. Doctors come to VuMedi to compare approaches and make decisions regarding new advances, challenging treatments, diagnostics, rare pathologies, and complications. 
In addition to training resources and CME,  VuMedi provides doctors discussion forums and opportunities for direct communication with subject matter experts. 
The VuMedi network includes original content produced by leading hospitals and clinics, including the Cleveland Clinic, the Mayo Clinic, UCSF, Stanford, NYU, and many others. 
Over 250,000 doctors trust VuMedi as the most balanced and resourceful video network for professional education. ",1.0
1835,"3 Sided Cube is an agency of creatives and technologists who collaborate with extraordinary startups, organisations and enterprise solutions to create life-saving and life-changing digital solutions.

Our passion for building tech for good has aided global brands such as American Red Cross, Boots, RNLI, LUSH, RSPB, Lloyds Banking Group and Nordstrom to solve problems that have championed the genius over the generic. 

This focus on creating apps, websites and products with the ability to change lives has resulted in 3 Sided Cube winning acclaimed awards such as The Digital Communications Award for Best Mobile App, a Webby Award for Best Health App, plus several awards for best charity app. 

On top of this, our innovative approach to problem-solving earned us a place on the Top 50 Creative Agencies published by Creative England in association with The Telegraph.

Cube’s proven process of working closely with our clients to deliver technology solutions has helped to create international disaster preparedness apps, placed first aid and emergency care in the hands of people who need it the most and raised millions of dollars for charities; saving lives every day. 

Our Accolades

Winner of the ""Charity & Not for Profit"" award at the Digitals - Econsultancy & New Media Age

Winner of the ""Not-for-Profit Website or Campaign"" award at the Dadi Awards - The Drum

Winner of the ""Best use of Technology"" Award by Umbraco CMS.

Winner of the ""Best Mobile App"" at the European Digital Communication Awards.

Winner of the ""Best use of digital"" beating the likes of Sainsbury's, Unilever & McDonalds.

Winner of the “Best Health App” award - Webby Awards.

Get in touch: holla@3sidedcube.com",3.0
1836,June.ai is on a mission to replace email with something way better.,2.0
1837,"Creating a new digital ad model built on Permission, Trust, and Transparency. The Permission Marketplace properly compensates its members to view ads versus the legacy model of interruption and inequitable economics.  

Permission.io is headquartered in Austin, TX.

Sign up at https://watch.permission.io with referral code MSMBN6 to earn 250 tokens instantly.",1.0
1838,"Blys is a pioneering new on-demand mobile massage service in Australia.

We believe in the power of ‘touch’, and how therapeutic massage can help people improve their health and wellness, ultimately making them happier. So, we made it our mission to make professional massage therapy more accessible and make it part of our everyday lives.

Blys brings together a community of independent, certified and highly-skilled mobile massage therapists to help us on this mission – who enjoy 2-3 times better rates than the industry standard and an independent, flexible and convenient work schedule and lifestyle.

Want to work flexible hours and earn extra? Join our team of elite therapists today: www.getblys.com.au/apply

Want Australia's best massage delivered to you? Book online at www.getblys.com.au

***WE'RE HIRING***
If you're passionate about health, wellness and/or technology, come and help us build the #1 destination for health and wellness services in Australia. See open roles: www.getblys.com.au/careers",3.0
1839,"Football Whispers is the world’s first football transfer predictor, built by football fans for football fans, it shows you who’s really moving and who’s staying put; all with their unique Index. Whether you’re looking to see who your team’s next big signing is or which manager is the front runner in the race to sign on – Football Whispers has it all.

Together with the help of some of the world’s finest minds from The University of Sheffield Department of Computer Science, Football Whispers have developed a unique algorithm to take all of the transfer rumours from across the globe and calculate the real likelihood of them happening.",2.0
1840,"Mycare is the new service that brings choice to clients and freedom to helpers. Mycare is changing the way people find care in New Zealand. Not only are we helping people to find the support they need in their own community, we’ve also built tools to help them manage their ongoing care needs. Mycare founders Mark Jeffries, Laurie Hilsgen, Rob Stewart and Chris Mathews first started working on the Mycare concept in September 2013. From there, the idea grew into New Zealand’s first online marketplace connecting people to a nationwide network of helping hands. With thousands of people registered with Mycare, we are now New Zealand’s largest online community for home care services.",3.0
1841,"CodinGame is an online plateforme where fans of code from around the world can sharpen their programming skills, for free, by playing video games - yep, you can absolutely learn new algorithms and hunt fluorescent green ghosts at the same time, cool huh?

A community of over 1 million passionate developers, from all kinds of different backgrounds, use CodinGame to showcase their skills to great hiring companies on the lookout for hidden gems. Some of the sponsors we work with include Nintendo, Ubisoft, Gameloft, Dassault Systems, Parrot, Adobe, eBay, Sage, Deloitte, and BlablaCar.

Everybody wins: developers land their dream jobs and companies find the best profiles to expand their tech teams. How? Thanks to online technical tests and through addictive, fun hackathons and contests. 

For more info: https://www.codingame.com/work",3.0
1842,"OpenWebinars es una Plataforma de eLearning Tecnológico donde enseñamos las tecnologías más demandadas por las empresas a programadores y administradores de sistema.

Nuestra plataforma cuenta con un amplio catálogo de cursos online, con clases en vídeo, impartidos por expertos profesionales que aportan, no sólo el conocimiento, sino la experiencia de trabajar a diario con la tecnología que imparten. Ellos mismos tutorizan de forma continua los cursos para que puedas resolver tus dudas siempre. Además cuentas con un examen final para obtener un certificado que acredita los conocimientos adquiridos. Y lo más importante: ¡Lanzamos un curso nuevo cada semana!",2.0
1843,"AfterShip helps online retailers to track shipments, send notifications and acquire business intelligence on shipping performance. AfterShip API allows developers to easily integrate with tracking systems with international carriers.

Our mission is to help retailers win customer loyalty by bringing the best shopping experience to their customers, with a focus on automating the shipping, tracking and returns experience.
 
AfterShip Wiki:

How we started:   Winner of 1st Startup Weekend HK & 2011 Global Startup Battle!
Clients:                  Amazon, eBay, Zalora, PayPal, Groupon, OnePlus, LivingSocial, Etsy and Wish (to name a few)
Couriers:               490+ international couriers integrated
Tracks:                  40M+ international shipments per month
Users:                   500K+ globally
Crew:                    60+ globally

 ",1.0
1844,"Mobalytics was started by a bunch of dudes who just really like to play video games. We particularly like to obsess about improvement and ""growth hacking"" our gameplay on competitive ladders. All of our lives, we have struggled with limited tools to acquire critical feedback. Although, most gamers still they could find an awesome mentor to talk to and personally coach; watching and learning has become a reality in the age of Twitch and replays. 

Video games are way ahead of other fields when it comes to providing users with data, but, we have realized that most people don’t have the time or the expertise to be able to bridge the information with their play.

That’s where we come in. We take all that information out there (believe us, that’s a lot of it), and we funnel it through our intelligent algorithms and expert staff to be that bridge between you and the next level of your game. Our dream is to become the scientific standard for video game performance assessment and improvement and share that with the world so that everyone brings out their best self thereby elevating the level of competition on the playing field.

TechCrunch loved us and we are well on our way to becoming an industry standard but at the end of the day we are a bunch of dudes who love to play games and talk about how awesome we and other players are at the game.

If that sounds like you, join us and let's conquer performance assessment together.",1.0
1845,"WeShop is a brand-new way to shop and earn rewards. Browse millions of products from 1,000s of top brands, discover which have been recommended by people you trust and earn rewards to withdraw as cash or donate to charity.

Unlike other platform...",3.0
1846,"Nudge Rewards delivers a mobile solution designed to engage, educate and reward frontline managers and employees to improve team performance and increase profitability. 

Our solution brings together a unique combination of behavioral psychology, industry expertise and mobile technology, making us the only mobile application solution focused exclusively on impacting frontline employee behavior to improve team and store performance.

For more information, please visit: www.nudgerewards.com",3.0
1847,"Round Robin is a technological innovation hub specializing in software development. It hand picks relevant partners in two categories: established companies and promising startups. It serves as a full-time technological partner by leading, managing and executing entire development processes under its roof. Established companies turn to Round Robin because they realize the advantages of outsourcing technological needs and innovation in staying ahead of the competition. Entrepreneurs turn to Round Robin for a highly experienced technological partner, MVP development and as a pre-seed fund. 
Our current partners range from Social networks, eCommerce, Fin-tech, and Virtual Reality companies to travel, entertainment and gaming companies. Our technological know-how is varied and constantly expanding.",3.0
1848,"Zanbato is a private securities crossing network providing market data, counter-party verification, and order execution to a membership of broker-dealers and institutionally-sized investors/shareholders.

Our mission is to build an efficient private market that allocates capital to the best ideas and talent, and empowers leading investors and visionaries to continue to build companies that push the frontiers of human innovation.",1.0
1849,"Intuo is a Talent Enablement Platform.

We pride ourselves in helping organisations become more human-centric, by facilitating their process through software updates, at their own pace.

We offer:

• Guided Coaching Conversations
• Transparent & Agile Objectives
• Requesting and giving 360° Feedback
• Easy Onboarding & Social Learning
• Company-wide Engagement Surveys


Intuo focuses on facilitating onboarding and coaching, empowering employees, creating trustworthy relationships through feedback, and maintaining a performant and attractive company culture.

Intuo gives insight into which talents fill in what role in your strategy. This allows you to give your employees more ownership over their growth and career, which translates into better engagement, happiness, and retention.

This newly-found engagement will also be the main source of your people's performance and dedication to become the best and stay ahead of your competition. Monitor your attractive company culture to keep appeal high towards promising new profiles.

But what intuo does best is helping you to coach them to a more productive and motivated state. Helping your people to succeed every day is no small feat, but with intuo you will be able to turn it into an manageable routine. 

That's a promise.",1.0
1850,"Griddy is leading the way in delivering the next generation of retail electricity. We bypass the middleman, connecting our members directly to the real-time cost of electricity. By delivering real-time electricity prices and price alerts right to your smartphone, Griddy puts the ultimate power savings in your hands. Because better data means bigger savings.",2.0
1851,"Adeptmind is an AI company innovating in e-commerce search using active learning and deep
learning. Its co-founders recently came out of a quite successful sale of their previous company, Maluuba
This time around, they raised over $5.5 million in VC funding to date, and aim to grow a heavy-hitting, Silicon Valley-style team right here in downtown Toronto, Ontario, Canada. Over the past year, Adeptmind's stock value grew 10x. 

We’re striving for 100% accuracy in e-commerce search out of the box. Unfortunately, no ML algorithm by itself
is 100% accurate. We incorporate live human agents in our service pipeline. This human machine
hybrid allows for very high accuracy and quick data bootstrapping. Our architecture makes us
one of the first companies to deploy deep active learning in a consumer facing use case.",3.0
1852,"Slang is an adaptive language-learning platform for individuals, businesses, and universities that is quickly becoming the largest source for specialized and professional English courses (e.g., accounting, project management). 

Slang optimizes each user’s learning path in real time and syncs knowledge across all courses. With each new topic, students and professionals can master the remaining knowledge they need to rapidly advance in their careers.

Get started for free at www.slangapp.com

- Twitter: https://twitter.com/SlangEspanol
- Instagram: https://www.instagram.com/slang_espanol
- Facebook: https://www.facebook.com/SlangEspanol",3.0
1853,"MySphere-  Instant Networking : 1ère App. qui vous révèle instantanément tous les professionnels qui vous entourent.

L'outil idéal pour générer des leads, recruter/ se faire recruter ou tout simplement dans un cadre de business networking.

Après une BETA test live lors des AppDays de Paris en Novembre 2017 et plusieurs centaines de testeurs, MySphere a fait peau neuve et est désormais disponible sur les Stores ici : http://onelink.to/mysphere.ln

Merci à tous nos early adopters pour leurs feedbacks si précieux.

Bon networking à tous !",3.0
1854,"GoComet is World’s leading online platform that enables importers and exporters to extract lowest international freight cost for every shipment, thus reducing logistics cost drastically. Backed by machine learning and deep algorithms, the platform aids in saving upto 15% of the logistics cost through “Compounded Negotiations” and “Net Landed Rate based comparison”, with minimal human efforts.

A unique feature of GoComet is its ability to build huge automation advantage for clients and bring in all cost savings without them having to take risk of adding new unreliable vendors. GoComet’s savings engine works on their existing vendors itself making it ready to benefit from day one. The company is committed towards its core objective of saving maximum money for clients with increased efficiency and transparency in international logistics. 
Established in 2016, GoComet has a large customer base in India and is rapidly expanding in South Asia.

Clients:
GoComet is proud to work with the best brands in the world like Sun Pharma, Lupin, ACG Worldwide, Johnson Tiles and Britannia.

Key product features
Discover best freight rates: Innovative auction mechanism based on net landed rates through RFQ (request for quotes) management module.
Freight Index: Aggregate data from the market to benchmark your freight rates.
Dashboard: Auto-generated daily status reports and various other monthly analysis reports for smooth management.
Customer Support: GoComet’s customer service is always a call away providing support and training to all the stakeholders.
Highly secured: Completely secured data both at rest and in transit with 48-bit SSL encryption.

Benefits
Huge Freight Cost Savings: a huge 8-15% savings on total freight cost.
Increased Efficiency: 70% increase in efficiency of freight procurement process.
High Transparency: get a snapshot of the global freight in a single dashboard.
Audit: Enable seamless audits due to the capturing of ""Audit Remarks""",1.0
